invoice_id,branch_id,created_at,updated_at,status,shipping_status,subtotal,invoice_discount,total_amount,amount_paid,salesperson_name,customer_id,note
HD098647,PTK08,2024-01-07 16:14:17,,Hoàn thành,,211000,0,211000,211000,KIỀU HOA,KH002859,
HD098643,PTK08,2024-01-07 16:02:13,,Hoàn thành,,530000,0,530000,530000,KIỀU HOA,,
HD098641,PTK08,2024-01-07 15:57:24,,Hoàn thành,,57000,0,57000,57000,KIỀU HOA,,
HD098640,PTK08,2024-01-07 15:54:00,,Hoàn thành,,159500,0,159500,159500,KIỀU HOA,,
HD098638,PTK08,2024-01-07 15:53:15,,Hoàn thành,,750000,0,750000,750000,KIỀU HOA,KH002300,
HD098637,PTK08,2024-01-07 15:53:09,,Hoàn thành,,750000,0,750000,750000,KIỀU HOA,KH002456,
HD098629,PTK08,2024-01-07 15:17:27,,Hoàn thành,,655000,0,655000,655000,KIỀU HOA,KH003727,
HD098612,PTK08,2024-01-07 14:33:50,,Hoàn thành,,387000,0,387000,387000,KIỀU HOA,KH003875,
HD098606,PTK08,2024-01-07 14:21:53,,Hoàn thành,,2235000,0,2235000,2235000,KIỀU HOA,KH002609,
HD098604,PTK08,2024-01-07 14:19:53,,Hoàn thành,,151000,0,151000,151000,KIỀU HOA,,
HD098603,PTK08,2024-01-07 14:19:32,,Hoàn thành,,1225000,0,1225000,1225000,KIỀU HOA,,
HD098598,PTK08,2024-01-07 14:04:59,,Hoàn thành,,326000,0,326000,326000,KIỀU HOA,,
HD098582,PTK08,2024-01-07 13:11:46,,Hoàn thành,,190000,0,190000,190000,KIỀU HOA,,
HD098571,PTK08,2024-01-07 12:15:15,,Hoàn thành,,626000,0,626000,626000,KIỀU HOA,,
HD098567,PTK08,2024-01-07 11:35:02,,Hoàn thành,,278000,0,278000,278000,KIỀU HOA,KH002072,
HD098563,PTK08,2024-01-07 11:24:10,,Hoàn thành,,0,0,0,0,KIỀU HOA,KH003693,
HD098561,PTK08,2024-01-07 11:22:43,,Hoàn thành,,750000,0,750000,750000,KIỀU HOA,KH003693,
HD098560,PTK08,2024-01-07 11:20:22,,Hoàn thành,,570000,0,570000,570000,KIỀU HOA,,
HD098559,PTK08,2024-01-07 11:20:13,,Hoàn thành,,500000,0,500000,500000,KIỀU HOA,,
HD098558,PTK08,2024-01-07 11:20:03,,Hoàn thành,,232000,0,232000,232000,KIỀU HOA,,
HD098557,PTK08,2024-01-07 11:10:25,,Hoàn thành,,3000000,0,3000000,3000000,KIỀU HOA,KH002264,
HD098549,PTK08,2024-01-07 10:32:24,,Hoàn thành,,1030000,0,1030000,1030000,KIỀU HOA,KH003410,
HD098547,PTK08,2024-01-07 10:24:50,,Hoàn thành,,352000,0,352000,352000,KIỀU HOA,,
HD098545,PTK08,2024-01-07 10:20:05,,Hoàn thành,,660000,0,660000,660000,KIỀU HOA,KH002094,
HD098541,PTK08,2024-01-07 10:07:13,,Hoàn thành,,375000,0,375000,375000,KIỀU HOA,KH002806,
HD098538,PTK08,2024-01-07 09:56:57,,Hoàn thành,,150000,0,150000,150000,KIỀU HOA,,
HD098536,PTK08,2024-01-07 09:51:56,,Hoàn thành,,300000,0,300000,300000,KIỀU HOA,,
HD098535,PTK08,2024-01-07 09:50:19,,Hoàn thành,,378000,0,378000,378000,KIỀU HOA,KH002298,
HD098534,PTK08,2024-01-07 09:46:39,,Hoàn thành,,1100000,0,1100000,1100000,KIỀU HOA,KH003055,
HD098532,PTK08,2024-01-07 09:39:11,,Hoàn thành,,80000,0,80000,80000,KIỀU HOA,,
HD098531,PTK08,2024-01-07 09:37:27,,Hoàn thành,,85000,0,85000,85000,KIỀU HOA,,
HD098530,PTK08,2024-01-07 09:37:10,,Hoàn thành,,150000,0,150000,150000,KIỀU HOA,KH003601,
HD098509,PTK08,2024-01-07 08:45:37,,Hoàn thành,,145000,0,145000,145000,KIỀU HOA,KH002078,
HD098501,PTK08,2024-01-07 08:30:27,,Hoàn thành,,235000,0,235000,235000,KIỀU HOA,,
HD098488,PTK08,2024-01-07 07:59:52,,Hoàn thành,,560000,0,560000,560000,KIỀU HOA,,
HD098481,PTK08,2024-01-07 07:54:36,,Hoàn thành,,149000,0,149000,149000,KIỀU HOA,KH001817,
HD098477,PTK08,2024-01-07 07:50:12,,Hoàn thành,,145000,0,145000,145000,KIỀU HOA,,
HD098466,PTK08,2024-01-07 07:36:32,,Hoàn thành,,290000,0,290000,290000,KIỀU HOA,KH002086,
HD098464,PTK08,2024-01-07 07:33:11,,Hoàn thành,,645000,0,645000,645000,KIỀU HOA,KH002734,
HD098463,PTK08,2024-01-07 07:32:33,,Hoàn thành,,135000,0,135000,135000,KIỀU HOA,,
HD098461,PTK08,2024-01-07 07:31:33,,Hoàn thành,,990000,0,990000,990000,KIỀU HOA,KH004041,
HD098447,PTK08,2024-01-07 07:19:04,,Hoàn thành,,509000,0,509000,509000,KIỀU HOA,KH003221,
HD098439,PTK08,2024-01-07 07:10:06,,Hoàn thành,,27000,0,27000,27000,KIỀU HOA,,
HD098431,PTK08,2024-01-07 07:00:30,,Hoàn thành,,556000,0,556000,556000,KIỀU HOA,KH001986,
HD098421,PTK08,2024-01-07 06:53:03,,Hoàn thành,,439000,0,439000,439000,KIỀU HOA,,
HD098409,PTK08,2024-01-07 06:29:12,,Hoàn thành,,80000,0,80000,80000,KIỀU HOA,,
HD098408,PTK08,2024-01-07 06:28:44,,Hoàn thành,,207000,0,207000,207000,KIỀU HOA,,
HD098406,PTK08,2024-01-07 06:08:48,,Hoàn thành,,21500,0,21500,21500,KIỀU HOA,KH003734,
HD098372,PTK08,2024-01-06 16:35:55,,Hoàn thành,,1285000,0,1285000,1285000,KIỀU HOA,KH001753,
HD098357,PTK08,2024-01-06 16:05:22,,Hoàn thành,,28000,0,28000,28000,KIỀU HOA,,
HD098356,PTK08,2024-01-06 16:03:59,,Hoàn thành,,95000,0,95000,95000,KIỀU HOA,KH003540,
HD098348,PTK08,2024-01-06 16:00:14,,Hoàn thành,,54000,0,54000,54000,KIỀU HOA,,
HD098334,PTK08,2024-01-06 15:37:35,,Hoàn thành,,165000,0,165000,165000,KIỀU HOA,,
HD098326,PTK08,2024-01-06 15:20:43,,Hoàn thành,,165000,0,165000,165000,KIỀU HOA,,
HD098320,PTK08,2024-01-06 15:00:30,,Hoàn thành,,280000,0,280000,280000,KIỀU HOA,,
HD098317,PTK08,2024-01-06 14:52:10,,Hoàn thành,,491000,0,491000,491000,KIỀU HOA,,
HD098314,PTK08,2024-01-06 14:45:42,,Hoàn thành,,52000,0,52000,52000,KIỀU HOA,,
HD098313,PTK08,2024-01-06 14:45:23,,Hoàn thành,,56000,0,56000,56000,KIỀU HOA,,
HD098298,PTK08,2024-01-06 14:05:52,,Hoàn thành,,36000,0,36000,36000,KIỀU HOA,,
HD098287,PTK08,2024-01-06 13:32:19,,Hoàn thành,,589000,0,589000,589000,KIỀU HOA,KH003770,
HD098285,PTK08,2024-01-06 13:27:53,,Hoàn thành,,395000,0,395000,395000,KIỀU HOA,,
HD098275,PTK08,2024-01-06 12:19:16,,Hoàn thành,,44000,0,44000,44000,KIỀU HOA,,
HD098272,PTK08,2024-01-06 12:05:52,,Hoàn thành,,575000,0,575000,575000,KIỀU HOA,KH002300,
HD098255,PTK08,2024-01-06 10:49:03,,Hoàn thành,,45000,0,45000,45000,KIỀU HOA,,
HD098245,PTK08,2024-01-06 10:09:12,,Hoàn thành,,700000,0,700000,700000,KIỀU HOA,KH004039,
HD098230,PTK08,2024-01-06 09:20:28,,Hoàn thành,,64000,0,64000,64000,KIỀU HOA,,
HD098226,PTK08,2024-01-06 08:58:54,,Hoàn thành,,65000,0,65000,65000,KIỀU HOA,KH001803,
HD098216,PTK08,2024-01-06 08:42:36,,Hoàn thành,,50000,0,50000,50000,KIỀU HOA,,
HD098206,PTK08,2024-01-06 08:32:03,,Hoàn thành,,1610000,0,1610000,1610000,KIỀU HOA,KH004037,
HD098183,PTK08,2024-01-06 08:11:23,,Hoàn thành,,300000,0,300000,300000,KIỀU HOA,,
HD098179,PTK08,2024-01-06 08:02:35,,Hoàn thành,,517000,0,517000,517000,KIỀU HOA,KH004036,
HD098177,PTK08,2024-01-06 07:55:34,,Hoàn thành,,148000,0,148000,148000,KIỀU HOA,KH003410,
HD098169,PTK08,2024-01-06 07:38:33,,Hoàn thành,,212000,0,212000,212000,KIỀU HOA,,
HD098155,PTK08,2024-01-06 07:19:49,,Hoàn thành,,84000,0,84000,84000,KIỀU HOA,,
HD098150,PTK08,2024-01-06 07:11:29,,Hoàn thành,,286000,0,286000,286000,KIỀU HOA,KH001886,
HD098143,PTK08,2024-01-06 07:08:23,,Hoàn thành,,121000,0,121000,121000,KIỀU HOA,,
HD098141,PTK08,2024-01-06 07:00:59,,Hoàn thành,,190000,0,190000,190000,KIỀU HOA,,
HD098139,PTK08,2024-01-06 06:59:47,,Hoàn thành,,350000,0,350000,350000,KIỀU HOA,KH003336,
HD098138,PTK08,2024-01-06 06:59:02,,Hoàn thành,,2600000,0,2600000,2600000,KIỀU HOA,KH001820,
HD098135,PTK08,2024-01-06 06:56:11,,Hoàn thành,,50000,0,50000,50000,KIỀU HOA,,
HD098111,PTK08,2024-01-05 16:48:35,,Hoàn thành,,145000,0,145000,145000,KIỀU HOA,,
HD098104,PTK08,2024-01-05 16:33:28,,Hoàn thành,,150000,0,150000,150000,KIỀU HOA,,
HD098103,PTK08,2024-01-05 16:31:48,,Hoàn thành,,740000,0,740000,740000,KIỀU HOA,KH004022,
HD098100,PTK08,2024-01-05 16:19:21,,Hoàn thành,,33000,0,33000,33000,KIỀU HOA,KH002724,
HD098097,PTK08,2024-01-05 16:04:00,,Hoàn thành,,65000,0,65000,65000,KIỀU HOA,,
HD098095,PTK08,2024-01-05 16:00:25,,Hoàn thành,,84000,0,84000,84000,KIỀU HOA,KH003375,
HD098090,PTK08,2024-01-05 15:54:16,,Hoàn thành,,75000,0,75000,75000,KIỀU HOA,,
HD098089,PTK08,2024-01-05 15:52:31,,Hoàn thành,,121000,0,121000,121000,KIỀU HOA,KH002591,
HD098085,PTK08,2024-01-05 15:42:26,,Hoàn thành,,500000,0,500000,500000,KIỀU HOA,,
HD098083,PTK08,2024-01-05 15:41:47,,Hoàn thành,,24000,0,24000,24000,KIỀU HOA,,
HD098072,PTK08,2024-01-05 15:12:47,,Hoàn thành,,1250000,0,1250000,1250000,KIỀU HOA,,
HD098065,PTK08,2024-01-05 15:07:37,,Hoàn thành,,132000,0,132000,132000,KIỀU HOA,,
HD098060,PTK08,2024-01-05 14:51:28,,Hoàn thành,,176000,0,176000,176000,KIỀU HOA,KH003823,
HD098051,PTK08,2024-01-05 14:38:12,,Hoàn thành,,317000,0,317000,317000,KIỀU HOA,,
HD098046,PTK08,2024-01-05 14:15:11,,Hoàn thành,,22000,0,22000,22000,KIỀU HOA,,
HD098039,PTK08,2024-01-05 13:48:18,,Hoàn thành,,300000,0,300000,300000,KIỀU HOA,KH002706,
HD098028,PTK08,2024-01-05 13:15:32,,Hoàn thành,,135000,0,135000,135000,KIỀU HOA,,
HD098020,PTK08,2024-01-05 12:29:37,,Hoàn thành,,542000,0,542000,542000,KIỀU HOA,,
HD098016,PTK08,2024-01-05 12:15:27,,Hoàn thành,,530000,0,530000,530000,KIỀU HOA,KH002705,
HD098012,PTK08,2024-01-05 12:06:46,,Hoàn thành,,115000,0,115000,115000,KIỀU HOA,,
HD098011,PTK08,2024-01-05 12:05:37,,Hoàn thành,,45000,0,45000,45000,KIỀU HOA,,
HD098009,PTK08,2024-01-05 12:04:08,,Hoàn thành,,115000,0,115000,115000,KIỀU HOA,,
HD098002,PTK08,2024-01-05 11:40:34,,Hoàn thành,,1132000,0,1132000,1132000,KIỀU HOA,KH004032,
HD097998,PTK08,2024-01-05 11:30:31,,Hoàn thành,,860000,0,860000,860000,KIỀU HOA,KH003266,
HD097978,PTK08,2024-01-05 10:22:03,,Hoàn thành,,110000,0,110000,110000,KIỀU HOA,,
HD097974,PTK08,2024-01-05 10:12:37,,Hoàn thành,,160000,0,160000,160000,KIỀU HOA,,
HD097973,PTK08,2024-01-05 10:10:21,,Hoàn thành,,45000,0,45000,45000,KIỀU HOA,,
HD097962,PTK08,2024-01-05 09:28:11,,Hoàn thành,,4200000,0,4200000,4200000,KIỀU HOA,KH003325,
HD097949,PTK08,2024-01-05 08:40:28,,Hoàn thành,,530000,0,530000,530000,KIỀU HOA,KH004028,
HD097920,PTK08,2024-01-05 07:37:52,,Hoàn thành,,110000,0,110000,110000,KIỀU HOA,KH002325,
HD097916,PTK08,2024-01-05 07:33:34,,Hoàn thành,,1081000,0,1081000,1081000,KIỀU HOA,KH002094,
HD097913,PTK08,2024-01-05 07:24:41,,Hoàn thành,,630000,0,630000,630000,KIỀU HOA,,
HD097909,PTK08,2024-01-05 07:20:14,,Hoàn thành,,44000,0,44000,44000,KIỀU HOA,,
HD097904,PTK08,2024-01-05 07:12:33,,Hoàn thành,,2200000,0,2200000,2200000,KIỀU HOA,KH003604,
HD097896,PTK08,2024-01-05 06:52:45,,Hoàn thành,,72000,0,72000,72000,KIỀU HOA,,
HD097889,PTK08,2024-01-05 06:44:51,,Hoàn thành,,52000,0,52000,52000,KIỀU HOA,,
HD097885,PTK08,2024-01-05 06:39:19,,Hoàn thành,,217000,0,217000,217000,KIỀU HOA,KH002512,
HD097926,PTK08,2024-01-05 07:47:55,,Hoàn thành,,1540000,0,1540000,1540000,KIỀU HOA,KH003117,
HD097824,PTK08,2024-01-04 16:31:39,,Hoàn thành,,500000,0,500000,500000,KIỀU HOA,,
HD097823,PTK08,2024-01-04 16:25:35,,Hoàn thành,,140000,0,140000,140000,KIỀU HOA,,
HD097822,PTK08,2024-01-04 16:25:26,,Hoàn thành,,185000,0,185000,185000,KIỀU HOA,KH001732,
HD097821,PTK08,2024-01-04 16:25:21,,Hoàn thành,,362000,0,362000,362000,KIỀU HOA,KH002284,
HD097817,PTK08,2024-01-04 16:21:26,,Hoàn thành,,160000,0,160000,160000,KIỀU HOA,KH002300,
HD097807,PTK08,2024-01-04 15:42:56,,Hoàn thành,,2137000,0,2137000,2137000,KIỀU HOA,KH002664,
HD097800,PTK08,2024-01-04 15:31:07,,Hoàn thành,,400000,0,400000,400000,KIỀU HOA,,
HD097791,PTK08,2024-01-04 15:12:53,,Hoàn thành,,0,0,0,0,KIỀU HOA,KH002373,
HD097790,PTK08,2024-01-04 15:12:11,,Hoàn thành,,570000,0,570000,570000,KIỀU HOA,KH002373,
HD097768,PTK08,2024-01-04 14:35:57,,Hoàn thành,,140000,0,140000,140000,KIỀU HOA,KH002179,
HD097762,PTK08,2024-01-04 14:30:25,,Hoàn thành,,905000,0,905000,905000,KIỀU HOA,KH004026,
HD097759,PTK08,2024-01-04 14:26:52,,Hoàn thành,,24000,0,24000,24000,KIỀU HOA,,
HD097758,PTK08,2024-01-04 14:24:39,,Hoàn thành,,110000,0,110000,110000,KIỀU HOA,,
HD097757,PTK08,2024-01-04 14:22:34,,Hoàn thành,,340000,0,340000,340000,KIỀU HOA,,
HD097755,PTK08,2024-01-04 14:17:00,,Hoàn thành,,63000,0,63000,63000,KIỀU HOA,,
HD097752,PTK08,2024-01-04 14:08:45,,Hoàn thành,,140000,0,140000,140000,KIỀU HOA,,
HD097748,PTK08,2024-01-04 14:01:48,,Hoàn thành,,1105000,0,1105000,1105000,KIỀU HOA,KH002264,
HD097738,PTK08,2024-01-04 13:13:03,,Hoàn thành,,95000,0,95000,95000,KIỀU HOA,KH001922,
HD097735,PTK08,2024-01-04 13:04:06,,Hoàn thành,,10000,0,10000,10000,KIỀU HOA,,
HD097732,PTK08,2024-01-04 12:38:00,,Hoàn thành,,201000,0,201000,201000,KIỀU HOA,,
HD097730,PTK08,2024-01-04 12:18:55,,Hoàn thành,,34000,0,34000,34000,KIỀU HOA,,
HD097710,PTK08,2024-01-04 10:32:06,,Hoàn thành,,2818000,0,2818000,2818000,KIỀU HOA,KH003004,
HD097697,PTK08,2024-01-04 09:55:40,,Hoàn thành,,240000,0,240000,240000,KIỀU HOA,,
HD097696,PTK08,2024-01-04 09:51:10,,Hoàn thành,,52000,0,52000,52000,KIỀU HOA,,
HD097693,PTK08,2024-01-04 09:38:11,,Hoàn thành,,85000,0,85000,85000,KIỀU HOA,,
HD097683,PTK08,2024-01-04 09:01:37,,Hoàn thành,,900000,0,900000,900000,KIỀU HOA,KH002879,
HD097682,PTK08,2024-01-04 09:01:03,,Hoàn thành,,109000,0,109000,109000,KIỀU HOA,,
HD097664,PTK08,2024-01-04 08:32:05,,Hoàn thành,,95000,0,95000,95000,KIỀU HOA,,
HD097658,PTK08,2024-01-04 08:20:51,,Hoàn thành,,195000,0,195000,195000,KIỀU HOA,KH003693,
HD097653,PTK08,2024-01-04 08:06:15,,Hoàn thành,,526000,0,526000,526000,KIỀU HOA,KH002215,
HD097645,PTK08,2024-01-04 07:43:54,,Hoàn thành,,67000,0,67000,67000,KIỀU HOA,,
HD097619,PTK08,2024-01-04 06:38:25,,Hoàn thành,,229000,0,229000,229000,KIỀU HOA,,
HD097613,PTK08,2024-01-03 16:48:36,,Hoàn thành,,90000,0,90000,90000,KIỀU HOA,KH003854,
HD097610,PTK08,2024-01-03 16:46:35,,Hoàn thành,,8000,0,8000,8000,KIỀU HOA,,
HD097606,PTK08,2024-01-03 16:33:58,,Hoàn thành,,2185000,0,2185000,2185000,KIỀU HOA,KH003408,
HD097571,PTK08,2024-01-03 16:07:53,,Hoàn thành,,27000,0,27000,27000,KIỀU HOA,,
HD097570,PTK08,2024-01-03 16:04:14,,Hoàn thành,,592000,0,592000,592000,KIỀU HOA,,
HD097568,PTK08,2024-01-03 15:56:55,,Hoàn thành,,88000,0,88000,88000,KIỀU HOA,KH002641,
HD097563,PTK08,2024-01-03 15:48:09,,Hoàn thành,,668000,0,668000,668000,KIỀU HOA,KH002629,
HD097562,PTK08,2024-01-03 15:47:52,,Hoàn thành,,148000,0,148000,148000,KIỀU HOA,,
HD097556,PTK08,2024-01-03 15:36:56,,Hoàn thành,,990000,0,990000,990000,KIỀU HOA,KH003898,
HD097555,PTK08,2024-01-03 15:36:40,,Hoàn thành,,320000,0,320000,320000,KIỀU HOA,,
HD097553,PTK08,2024-01-03 15:31:13,,Hoàn thành,,705000,0,705000,705000,KIỀU HOA,,
HD097552,PTK08,2024-01-03 15:29:27,,Hoàn thành,,610000,0,610000,610000,KIỀU HOA,KH001803,
HD097542,PTK08,2024-01-03 15:12:47,,Hoàn thành,,518000,0,518000,518000,KIỀU HOA,KH001822,
HD097541,PTK08,2024-01-03 15:12:14,,Hoàn thành,,46000,0,46000,46000,KIỀU HOA,,
HD097533,PTK08,2024-01-03 14:55:21,,Hoàn thành,,544000,0,544000,544000,KIỀU HOA,KH002609,
HD097513,PTK08,2024-01-03 14:07:02,,Hoàn thành,,53000,0,53000,53000,KIỀU HOA,,
HD097510,PTK08,2024-01-03 13:50:35,,Hoàn thành,,500600,0,500600,500600,KIỀU HOA,9296,
HD097505,PTK08,2024-01-03 13:23:20,,Hoàn thành,,24000,0,24000,24000,KIỀU HOA,,
HD097491,PTK08,2024-01-03 12:15:18,,Hoàn thành,,295000,0,295000,295000,KIỀU HOA,,
HD097478,PTK08,2024-01-03 11:10:20,,Hoàn thành,,2069000,0,2069000,2069000,KIỀU HOA,KH002512,
HD097474,PTK08,2024-01-03 11:01:18,,Hoàn thành,,380000,0,380000,380000,KIỀU HOA,KH003087,
HD097461,PTK08,2024-01-03 10:28:14,,Hoàn thành,,175000,0,175000,175000,KIỀU HOA,KH003604,
HD097454,PTK08,2024-01-03 10:06:41,,Hoàn thành,,103000,0,103000,103000,KIỀU HOA,,
HD097451,PTK08,2024-01-03 10:05:06,,Hoàn thành,,555000,0,555000,555000,KIỀU HOA,KH004022,
HD097440,PTK08,2024-01-03 09:29:58,,Hoàn thành,,640000,0,640000,640000,KIỀU HOA,KH003149,
HD097438,PTK08,2024-01-03 09:28:44,,Hoàn thành,,60000,0,60000,60000,KIỀU HOA,KH001920,
HD097436,PTK08,2024-01-03 09:26:25,,Hoàn thành,,610000,0,610000,610000,KIỀU HOA,KH004021,
HD097412,PTK08,2024-01-03 08:48:54,,Hoàn thành,,300000,0,300000,300000,KIỀU HOA,,
HD097397,PTK08,2024-01-03 08:09:10,,Hoàn thành,,90000,0,90000,90000,KIỀU HOA,KH003137,
HD097392,PTK08,2024-01-03 08:02:04,,Hoàn thành,,250000,0,250000,250000,KIỀU HOA,,
HD097391,PTK08,2024-01-03 08:01:51,,Hoàn thành,,600000,0,600000,600000,KIỀU HOA,KH002325,
HD097390,PTK08,2024-01-03 07:52:43,,Hoàn thành,,900000,0,900000,900000,KIỀU HOA,KH002641,
HD097388,PTK08,2024-01-03 07:49:38,,Hoàn thành,,35000,0,35000,35000,KIỀU HOA,,
HD097387,PTK08,2024-01-03 07:48:51,,Hoàn thành,,580000,0,580000,580000,KIỀU HOA,,
HD097385,PTK08,2024-01-03 07:42:53,,Hoàn thành,,523000,0,523000,523000,KIỀU HOA,KH002215,
HD097374,PTK08,2024-01-03 07:27:40,,Hoàn thành,,2100000,0,2100000,2100000,KIỀU HOA,KH003795,
HD097373,PTK08,2024-01-03 07:27:04,,Hoàn thành,,525000,0,525000,525000,KIỀU HOA,KH002469,
HD097372,PTK08,2024-01-03 07:26:11,,Hoàn thành,,516000,0,516000,516000,KIỀU HOA,,
HD097356,PTK08,2024-01-03 06:55:01,,Hoàn thành,,376000,0,376000,376000,KIỀU HOA,,
HD097351,PTK08,2024-01-03 06:46:06,,Hoàn thành,,30000,0,30000,30000,KIỀU HOA,,
HD097350,PTK08,2024-01-03 06:43:11,,Hoàn thành,,760000,0,760000,760000,KIỀU HOA,KH001986,
HD097347,PTK08,2024-01-03 06:21:39,,Hoàn thành,,145000,0,145000,145000,KIỀU HOA,,
HD097299,PTK08,2024-01-02 16:55:21,,Hoàn thành,,60000,0,60000,60000,KIỀU HOA,,
HD097293,PTK08,2024-01-02 16:43:41,,Hoàn thành,,1024000,0,1024000,1024000,KIỀU HOA,KH003087,
HD097289,PTK08,2024-01-02 16:41:08,,Hoàn thành,,2025000,0,2025000,2025000,KIỀU HOA,KH003336,
HD097283,PTK08,2024-01-02 16:31:41,,Hoàn thành,,505000,0,505000,505000,KIỀU HOA,,
HD097282,PTK08,2024-01-02 16:31:19,,Hoàn thành,,185000,0,185000,185000,KIỀU HOA,,
HD097272,PTK08,2024-01-02 16:17:11,,Hoàn thành,,690000,0,690000,690000,KIỀU HOA,KH001789,
HD097271,PTK08,2024-01-02 16:16:41,,Hoàn thành,,615000,0,615000,615000,KIỀU HOA,KH001803,
HD097268,PTK08,2024-01-02 16:10:24,,Hoàn thành,,205000,0,205000,205000,KIỀU HOA,,
HD097263,PTK08,2024-01-02 15:58:03,,Hoàn thành,,217000,0,217000,217000,KIỀU HOA,KH003789,
HD097260,PTK08,2024-01-02 15:56:10,,Hoàn thành,,610000,0,610000,610000,KIỀU HOA,,
HD097252,PTK08,2024-01-02 15:44:34,,Hoàn thành,,12000,0,12000,12000,KIỀU HOA,,
HD097251,PTK08,2024-01-02 15:33:58,,Hoàn thành,,130000,0,130000,130000,KIỀU HOA,KH001784,
HD097249,PTK08,2024-01-02 15:28:47,,Hoàn thành,,45000,0,45000,45000,KIỀU HOA,,
HD097247,PTK08,2024-01-02 15:22:00,,Hoàn thành,,227000,0,227000,227000,KIỀU HOA,,
HD097225,PTK08,2024-01-02 14:37:30,,Hoàn thành,,287000,0,287000,287000,KIỀU HOA,KH003313,
HD097224,PTK08,2024-01-02 14:36:52,,Hoàn thành,,715000,0,715000,715000,KIỀU HOA,,
HD097220,PTK08,2024-01-02 14:30:39,,Hoàn thành,,1012000,0,1012000,1012000,KIỀU HOA,KH003969,
HD097218,PTK08,2024-01-02 14:26:27,,Hoàn thành,,665000,0,665000,665000,KIỀU HOA,KH003715,
HD097217,PTK08,2024-01-02 14:21:35,,Hoàn thành,,170000,0,170000,170000,KIỀU HOA,,
HD097214,PTK08,2024-01-02 14:01:34,,Hoàn thành,,240000,0,240000,240000,KIỀU HOA,,
HD097208,PTK08,2024-01-02 13:48:09,,Hoàn thành,,505000,0,505000,505000,KIỀU HOA,,
HD097199,PTK08,2024-01-02 13:33:46,,Hoàn thành,,627000,0,627000,627000,KIỀU HOA,KH002906,
HD097197,PTK08,2024-01-02 13:21:18,,Hoàn thành,,120000,0,120000,120000,KIỀU HOA,,
HD097194,PTK08,2024-01-02 13:14:45,,Hoàn thành,,319000,0,319000,319000,KIỀU HOA,,
HD097186,PTK08,2024-01-02 12:16:51,,Hoàn thành,,420000,0,420000,420000,KIỀU HOA,,
HD097181,PTK08,2024-01-02 11:57:41,,Hoàn thành,,190000,0,190000,190000,KIỀU HOA,KH002133,
HD097178,PTK08,2024-01-02 11:52:50,,Hoàn thành,,835000,0,835000,835000,KIỀU HOA,,
HD097177,PTK08,2024-01-02 11:41:36,,Hoàn thành,,150000,0,150000,150000,KIỀU HOA,KH001980,
HD097173,PTK08,2024-01-02 11:01:11,,Hoàn thành,,370000,0,370000,370000,KIỀU HOA,,
HD097165,PTK08,2024-01-02 10:14:55,,Hoàn thành,,43000,0,43000,43000,KIỀU HOA,,
HD097148,PTK08,2024-01-02 09:54:24,,Hoàn thành,,28000,0,28000,28000,KIỀU HOA,KH002215,
HD097147,PTK08,2024-01-02 09:53:27,,Hoàn thành,,120000,0,120000,120000,KIỀU HOA,,
HD097140,PTK08,2024-01-02 09:42:55,,Hoàn thành,,555000,0,555000,555000,KIỀU HOA,KH002215,
HD097135,PTK08,2024-01-02 09:28:21,,Hoàn thành,,80000,0,80000,80000,KIỀU HOA,,
HD097127,PTK08,2024-01-02 09:15:51,,Hoàn thành,,180000,0,180000,180000,KIỀU HOA,,
HD097122,PTK08,2024-01-02 09:05:54,,Hoàn thành,,200000,0,200000,200000,KIỀU HOA,,
HD097111,PTK08,2024-01-02 08:46:08,,Hoàn thành,,395000,0,395000,395000,KIỀU HOA,,
HD097109,PTK08,2024-01-02 08:40:02,,Hoàn thành,,1100000,0,1100000,1100000,KIỀU HOA,,
HD097097,PTK08,2024-01-02 08:02:14,,Hoàn thành,,349000,0,349000,349000,KIỀU HOA,KH001867,
HD097094,PTK08,2024-01-02 07:59:19,,Hoàn thành,,52000,0,52000,52000,KIỀU HOA,,
HD097092,PTK08,2024-01-02 07:54:11,,Hoàn thành,,220000,0,220000,220000,KIỀU HOA,,
HD097086,PTK08,2024-01-02 07:41:28,,Hoàn thành,,73000,0,73000,73000,KIỀU HOA,KH002662,
HD097084,PTK08,2024-01-02 07:41:06,,Hoàn thành,,885000,0,885000,885000,KIỀU HOA,,
HD097079,PTK08,2024-01-02 07:34:26,,Hoàn thành,,14500,0,14500,14500,KIỀU HOA,,
HD097077,PTK08,2024-01-02 07:28:41,,Hoàn thành,,130000,0,130000,130000,KIỀU HOA,,
HD097071,PTK08,2024-01-02 07:24:38,,Hoàn thành,,190000,0,190000,190000,KIỀU HOA,,
HD097066,PTK08,2024-01-02 07:17:01,,Hoàn thành,,120000,0,120000,120000,KIỀU HOA,,
HD097065,PTK08,2024-01-02 07:15:35,,Hoàn thành,,600000,0,600000,600000,KIỀU HOA,,
HD097057,PTK08,2024-01-02 06:57:12,,Hoàn thành,,190000,0,190000,190000,KIỀU HOA,,
HD097053,PTK08,2024-01-02 06:52:18,,Hoàn thành,,76000,0,76000,76000,KIỀU HOA,,
HD097052,PTK08,2024-01-02 06:49:31,,Hoàn thành,,290000,0,290000,290000,KIỀU HOA,KH002398,
HD138631,PTK08,2024-06-30 16:45:50,,Hoàn thành,,390000,0,390000,390000,KIỀU HOA,,
